id_recipe,name_recipe,image,type,status,summary,ingredients
1,Updated Recipe,20241202_154933_1382146.png,Dessert,Published,This is an updated recipe.,"[{""id_ingredient"": 97, ""name_ingredient"": ""Sugar"", ""quantity"": 100.0, ""unit"": ""grams"", ""image"": ""20241202_154934_1381232.png""}, {""id_ingredient"": 98, ""name_ingredient"": ""Flour"", ""quantity"": 200.0, ""unit"": ""grams"", ""image"": ""20241202_154934_1381232.png""}]"
2,Vegan Salad,/avt.png,Side,exported,A refreshing vegan salad with a variety of fresh vegetables.,"[{""id_ingredient"": 3, ""name_ingredient"": ""Lettuce"", ""quantity"": 100.0, ""unit"": ""g"", ""image"": ""https://example.com/images/lettuce.jpg""}, {""id_ingredient"": 4, ""name_ingredient"": ""Tomato"", ""quantity"": 50.0, ""unit"": ""g"", ""image"": ""https://example.com/images/tomato.jpg""}, {""id_ingredient"": 7, ""name_ingredient"": ""Lettuce"", ""quantity"": 100.0, ""unit"": ""g"", ""image"": ""https://example.com/images/lettuce.jpg""}, {""id_ingredient"": 8, ""name_ingredient"": ""Tomato"", ""quantity"": 50.0, ""unit"": ""g"", ""image"": ""https://example.com/images/tomato.jpg""}]"
35,New Recipe,20241114_162036_maxresdefault1-1200x676.jpg,dinner,Published,This is a new recipe.,"[{""id_ingredient"": 69, ""name_ingredient"": ""Sugar"", ""quantity"": 100.0, ""unit"": ""grams"", ""image"": ""20241114_162036_Tomato.png""}, {""id_ingredient"": 70, ""name_ingredient"": ""Flour"", ""quantity"": 200.0, ""unit"": ""grams"", ""image"": ""20241114_162036_whole_chicken_wings.jpg""}]"
36,New Recipe,test,breakfast,Published,This is a new recipe.,"[{""id_ingredient"": 71, ""name_ingredient"": ""Sugar"", ""quantity"": 100.0, ""unit"": ""grams"", ""image"": null}, {""id_ingredient"": 72, ""name_ingredient"": ""Flour"", ""quantity"": 200.0, ""unit"": ""grams"", ""image"": null}]"
37,New Recipe,20241115_110047_Chicken-Parts.png,lunch,Published,This is a new recipe.,"[{""id_ingredient"": 73, ""name_ingredient"": ""Sugar"", ""quantity"": 100.0, ""unit"": ""grams"", ""image"": ""20241115_110047_Chicken-Parts.png""}, {""id_ingredient"": 74, ""name_ingredient"": ""Flour"", ""quantity"": 200.0, ""unit"": ""grams"", ""image"": ""20241115_110047_avt.png""}]"
38,New Recipe,test,dinner,Published,This is a new recipe.,"[{""id_ingredient"": 75, ""name_ingredient"": ""Sugar"", ""quantity"": 100.0, ""unit"": ""grams"", ""image"": null}, {""id_ingredient"": 76, ""name_ingredient"": ""Flour"", ""quantity"": 200.0, ""unit"": ""grams"", ""image"": null}]"
44,test,20241120_171645_avt.png,dinner,pending,test,"[{""id_ingredient"": 82, ""name_ingredient"": ""test"", ""quantity"": 1.0, ""unit"": ""c"", ""image"": ""20241120_171645_test.png""}]"
45,New Recipe,test,lunch,Published,This is a new recipe.,"[{""id_ingredient"": 83, ""name_ingredient"": ""Sugar"", ""quantity"": 100.0, ""unit"": ""grams"", ""image"": ""20241125_144919_Chicken-Parts.png""}, {""id_ingredient"": 84, ""name_ingredient"": ""Flour"", ""quantity"": 200.0, ""unit"": ""grams"", ""image"": ""20241125_144919_cell-phone-background-9nfnkxvysqtkt21p.jpg""}]"
46,New Recipe,20241125_145007_1638156794-1001.png,breakfast,Published,This is a new recipe.,"[{""id_ingredient"": 85, ""name_ingredient"": ""Sugar"", ""quantity"": 100.0, ""unit"": ""grams"", ""image"": ""20241125_145007_Chicken-Parts.png""}, {""id_ingredient"": 86, ""name_ingredient"": ""Flour"", ""quantity"": 200.0, ""unit"": ""grams"", ""image"": ""20241125_145007_cell-phone-background-9nfnkxvysqtkt21p.jpg""}]"
47,New Recipe,20241125_161915_image_2024_08_07T07_53_56_727Z.png,dinner,Published,This is a new recipe.,"[{""id_ingredient"": 87, ""name_ingredient"": ""Sugar"", ""quantity"": 100.0, ""unit"": ""grams"", ""image"": ""20241125_161915_image_2024_08_07T07_53_56_727Z.png""}, {""id_ingredient"": 88, ""name_ingredient"": ""Flour"", ""quantity"": 200.0, ""unit"": ""grams"", ""image"": null}]"
52,test,20241209_195913_lovepik-abstract-background-mobile-phone-wallpaper-image_400624615.jpg,test,pending,test,"[{""id_ingredient"": 101, ""name_ingredient"": ""test"", ""quantity"": 1.0, ""unit"": ""test"", ""image"": null}]"
53,Test,20241210_163523_recipe_image.jpg,1231,public,23,"[{""id_ingredient"": 102, ""name_ingredient"": ""Chicken meat"", ""quantity"": 1.0, ""unit"": ""c"", ""image"": ""20241210_163523_ingredient_image_0.jpg""}]"
