id_recipe,name_recipe,image,type,status,summary,ingredients
1,test,test,test,test,test,"[{""id_ingredient"": 1, ""name_ingredient"": ""Chicken Breast"", ""quantity"": 200.0, ""unit"": ""g"", ""image"": ""https://example.com/images/chicken-breast.jpg""}, {""id_ingredient"": 2, ""name_ingredient"": ""Lettuce"", ""quantity"": 100.0, ""unit"": ""g"", ""image"": ""https://example.com/images/lettuce.jpg""}, {""id_ingredient"": 5, ""name_ingredient"": ""Chicken Breast"", ""quantity"": 200.0, ""unit"": ""g"", ""image"": ""https://example.com/images/chicken-breast.jpg""}, {""id_ingredient"": 6, ""name_ingredient"": ""Lettuce"", ""quantity"": 100.0, ""unit"": ""g"", ""image"": ""https://example.com/images/lettuce.jpg""}]"
2,Grilled Chicken Salad 2,https://example.com/images/grilled-chicken-salad.jpg,Main,"published,featured,heavy",A healthy and delicious grilled chicken salad with fresh vegetables and a light dressing.,"[{""id_ingredient"": 3, ""name_ingredient"": ""Lettuce"", ""quantity"": 100.0, ""unit"": ""g"", ""image"": ""https://example.com/images/lettuce.jpg""}, {""id_ingredient"": 4, ""name_ingredient"": ""Tomato"", ""quantity"": 50.0, ""unit"": ""g"", ""image"": ""https://example.com/images/tomato.jpg""}, {""id_ingredient"": 7, ""name_ingredient"": ""Lettuce"", ""quantity"": 100.0, ""unit"": ""g"", ""image"": ""https://example.com/images/lettuce.jpg""}, {""id_ingredient"": 8, ""name_ingredient"": ""Tomato"", ""quantity"": 50.0, ""unit"": ""g"", ""image"": ""https://example.com/images/tomato.jpg""}]"
24,New Recipe,20241119_233316_chicken_wings.jpg,lunch,Published,This is a new recipe.,"[{""id_ingredient"": 45, ""name_ingredient"": ""Sugar"", ""quantity"": 100.0, ""unit"": ""grams"", ""image"": ""20241119_233316_Screenshot_2024-10-21_215114.png""}, {""id_ingredient"": 46, ""name_ingredient"": ""Flour"", ""quantity"": 200.0, ""unit"": ""grams"", ""image"": ""20241119_233316_tai_xuong.jpg""}]"
27,uỳdyd,20241120_000728_recipe_image.jpg,dinner,public,d,"[{""id_ingredient"": 49, ""name_ingredient"": ""jcvi"", ""quantity"": 1.0, ""unit"": ""kcucic"", ""image"": ""20241120_000728_ingredient_image_0.jpg""}, {""id_ingredient"": 50, ""name_ingredient"": ""hcuccu"", ""quantity"": 1.0, ""unit"": ""kvicic"", ""image"": ""20241120_000728_ingredient_image_1.jpg""}]"
28,hamburger,20241120_001005_recipe_image.jpg,breakfast,public,hêhhehe,"[{""id_ingredient"": 51, ""name_ingredient"": ""abbabaab"", ""quantity"": 1.0, ""unit"": ""a""}]"
29,bababa,20241120_003250_recipe_image.jpg,dinner,public,cêcx,"[{""id_ingredient"": 52, ""name_ingredient"": ""ababa"", ""quantity"": 1.0, ""unit"": ""cup"", ""image"": ""20241120_003250_ingredient_image_0.jpg""}, {""id_ingredient"": 53, ""name_ingredient"": ""n\u00e2hhha"", ""quantity"": 2.0, ""unit"": ""sup"", ""image"": ""20241120_003250_ingredient_image_1.jpg""}]"
30,test,20241120_233816_recipe_image.jpg,lunch,public,test,"[{""id_ingredient"": 54, ""name_ingredient"": ""test"", ""quantity"": 1.0, ""unit"": ""cup"", ""image"": ""20241120_233816_ingredient_image_0.jpg""}, {""id_ingredient"": 55, ""name_ingredient"": ""test"", ""quantity"": 2.0, ""unit"": ""cup"", ""image"": ""20241120_233816_ingredient_image_1.jpg""}, {""id_ingredient"": 56, ""name_ingredient"": ""test"", ""quantity"": 3.0, ""unit"": ""cup""}]"
31,test,20241120_235209_recipe_image.jpg,breakfast,public,test,"[{""id_ingredient"": 57, ""name_ingredient"": ""test"", ""quantity"": 1.0, ""unit"": ""cup"", ""image"": ""20241120_235209_ingredient_image_0.jpg""}, {""id_ingredient"": 58, ""name_ingredient"": ""test2"", ""quantity"": 2.0, ""unit"": ""cup"", ""image"": ""20241120_235209_ingredient_image_1.jpg""}]"
32,nababab,20241123_154527_recipe_image.jpg,dinner,public,bababa,"[{""id_ingredient"": 59, ""name_ingredient"": ""garlic"", ""quantity"": 1.0, ""unit"": ""t\u00e9p"", ""image"": ""20241123_154527_ingredient_image_0.jpg""}]"
33,u,20241125_224014_recipe_image.jpg,lunch,public,j,"[{""id_ingredient"": 60, ""name_ingredient"": ""yyhh"", ""quantity"": 2.0, ""unit"": ""oo"", ""image"": ""20241125_224014_ingredient_image_0.jpg""}]"
34,hêhhhee,20241125_232342_recipe_image.jpg,breakfast,public,hêhhehe,"[{""id_ingredient"": 61, ""name_ingredient"": ""h\u00eahhe"", ""quantity"": 1.0, ""unit"": ""h\u00eahh"", ""image"": ""20241125_232342_ingredient_image_0.jpg""}]"
